HLA.ABC,CD57,CD31,CD14,C.peptide,Nestin,Glucagon,Keratin,CD11b,CD44,PDX.1,CD45,CD56,beta.Actin,Foxp3,CD4,NKX61,CD68,Somatostatin,CD20,CD8,CD99,CA2,NFkB,GranzymeB,Ki67,Collagen,CD3,pS6,CD45RO,HLA.DR,PP,Ghrelin
0.22942302630161396,0.06817870724005902,0.04328579951123581,0.14411604514880433,0.3598066913716085,0.08523125563992429,0.14565123810220398,0.0854099256355135,0.10407191005813121,0.016830717029916183,0.2896996182255528,0.0317202643584508,0.16672941825235552,0.30407530098239133,0.13923634517480124,0.07090129087583877,0.29368625451309016,0.03505244519196291,0.09609802522080182,0.038682851238720464,0.06232885926339933,0.5235065682698474,0.04252079686404217,0.017028026446787536,0.018222520420995883,0.005951549079322788,0.1516217152694209,0.07047969130188296,0.1018678340439601,0.02364081568360908,0.07854498364704406,0.04991292670154174,0.019363390076856057
0.2220022605756553,0.1715120161835188,0.045698347697406404,0.13468908413676234,0.17055867616449813,0.050833487441614186,0.4242332037039572,0.1559308254702836,0.123477701942868,0.02348937564508981,0.09621387176698094,0.04935721141532371,0.1285684243801541,0.29725311704968327,0.08396173917490224,0.06068604388112416,0.13380421590463323,0.03806211957735331,0.1586229320091739,0.038262043139720744,0.07123715527253696,0.5374842206419859,0.061951820037774705,0.026352394015762153,0.004790006981989455,0.002483221809116021,0.21683932581349935,0.04532489134060999,0.09559707849780315,0.02267178727714346,0.06586806977960231,0.06624311527523927,0.014528776922643963
0.22071596483700248,0.11375037888718285,0.044608556493049505,0.13707919331920437,0.23149472186762066,0.06274446793398812,0.17622114117872437,0.11048997303604849,0.10658588613356369,0.019178095225212622,0.23480411504694437,0.035967344596045475,0.16180552084705477,0.3115268494216426,0.11758292950196995,0.06747189672787461,0.19139546327990062,0.03770564986530764,0.3708775135371224,0.045428158019935154,0.0668973453007948,0.5145548405426205,0.05205644273220311,0.020592928026476914,0.015946382300376243,0.006599880818766318,0.17884226012626692,0.06497556752968331,0.08842157153321085,0.027443801928492093,0.07324741329551523,0.05592536862837218,0.018095932598313522
0.21745415144124772,0.08132785630822668,0.03638941542612804,0.17146082924120573,0.01368851297189117,0.04535606575712386,0.07052673795258785,0.20987376490868828,0.1490381442337356,0.059284048751138095,0.13711801393220066,0.07216621915476452,0.17049655066941685,0.3847581157918381,0.1065981289917595,0.12449628041780447,0.08958530971595105,0.06515676321865387,0.09897903090112775,0.04354984160830342,0.07753859843802029,0.46731676851269827,0.09217971316329776,0.0634576737775672,0.009284793638405835,0.0059338405600227765,0.22580958804680465,0.07696661932692565,0.061566449216194696,0.04725855316813645,0.1067947127554876,0.4328397026385306,0.06144072995641528
0.22384919356531624,0.10033013439249103,0.05542759414636442,0.14378983251348668,0.09663261122544599,0.06122469624369092,0.15750184372625753,0.1651029466033452,0.14302077161340343,0.04232271941424975,0.12508743028167899,0.060671152020477986,0.12304006102138286,0.31564964530107953,0.12783513531273932,0.08205852764723875,0.09790548818914643,0.056140570870485615,0.08191359147418163,0.04464643594601989,0.06498556090652917,0.4195672604011093,0.059187557119238704,0.027411426985205323,0.03800050605001113,0.01323865141856222,0.27169295491748774,0.08257716959883732,0.1397970403827724,0.04933404821234853,0.11203070786559395,0.08763195721357525,0.4384069528951319
0.18661690652940024,0.06228110453691236,0.02745369394191679,0.15848785436132862,0.006993829603950437,0.023234864731672026,0.03794564864493132,0.2860362509382564,0.1297518595783892,0.03197133720226553,0.036087179890554495,0.031231368989680975,0.1119240149851399,0.40041584865424706,0.12717218841986885,0.08878600173417035,0.009288718741437713,0.028150463768111377,0.005979696099362052,0.003938623167104105,0.016545210346456986,0.42841441753710424,0.04000821515406085,0.06119061722062252,0.02162530458721097,0.0014272993364602207,0.376769674469298,0.05599970815600285,0.44762656313273264,0.06858130173245233,0.10609747414799865,0.020341333384244927,0.005859149092708899
0.23304456097341125,0.050185427049821464,0.045970349247515176,0.16312425776896847,0.015065630632610471,0.03979838878529933,0.06883983638657035,0.39487880157578664,0.21675066321152098,0.12681180965821223,0.25302139539339363,0.061778479367367606,0.10581312638166819,0.42633359171678864,0.1448457362486576,0.09989467604370665,0.13048077199264577,0.04780097602034635,0.01362828302197141,0.022300106772692844,0.040916170732921975,0.3324659799036386,0.18233172573254955,0.16725097046188617,0.03548842475584871,0.008409401878696408,0.22421942840832831,0.08780819265595928,0.21110357624775986,0.06443470617710263,0.07773976379865408,0.06205582129079124,0.015980991606318305
0.30907116929399103,0.05957373919957294,0.1782329415733922,0.22424685971253355,0.03476285608561333,0.1567735543672647,0.08409602039023498,0.1955492253685537,0.2756925396077434,0.06008825490426607,0.044385484417158214,0.052130055154220915,0.12173281072213167,0.3968931078548695,0.20579650736428332,0.09693927368898607,0.03640167367028113,0.05569706502690842,0.014376723265838116,0.04125450616910214,0.03638654727291798,0.3632571547449167,0.07763230596582026,0.01117350622563767,0.03542112552423614,0.008330092852969982,0.3207571750387851,0.12890314426269675,0.2189929130976173,0.03995625660958555,0.15536478033298612,0.07123330799857826,0.01725885010840225
0.21112353049601074,0.042297717622056155,0.048268216442828304,0.13929194247214266,0.013160001726781787,0.055246052563252844,0.032914840559791374,0.0991703537551804,0.1373764009179225,0.03878740288821105,0.03510515538314684,0.05142249001672549,0.06818080812779677,0.3830313828083762,0.0767895243290004,0.05970063449392999,0.009835922791764146,0.05735071386139432,0.012824298485986305,0.010901959869149646,0.03133542336828206,0.40555762136932,0.03292503466232583,0.01662269814311647,0.019635398370678826,0.006853725157012934,0.6271841063553387,0.06302981289260345,0.1605488094317202,0.04146159011475813,0.1169171529814266,0.03353881264341155,0.005216685649548268
0.2603810666494574,0.09182924431297289,0.07554070742949492,0.14273244971209267,0.13303989980960412,0.0879905302741287,0.22436550502841118,0.1477872371348454,0.14743911769622645,0.04101828327619684,0.13889133844695853,0.06995014101036708,0.1335215569030215,0.35508187399286284,0.12197349361340284,0.08421736909814491,0.1291450167280568,0.06138904850934687,0.142070000631137,0.0696631214699858,0.09498380826890268,0.502511531639319,0.07671809877878905,0.039562921299165284,0.03076968141035965,0.015360330779749971,0.29757919322887333,0.08247101980868361,0.14668566421464607,0.054278338387991114,0.12532392788751895,0.07222612362006532,0.024767536019290506
